Step,Action_Index,Indoor_Temp,Indoor_RH,Indoor_CO2,Outdoor_Temp,Outdoor_RH,Hour,AC_Status,Fan_Status,Next_Indoor_Temp,Next_Indoor_RH,Next_Indoor_CO2,Reward
3045,0,24.770636,51.95613,427.68686,26.0,79.0,21.0,1.0,1.0,25.094355,53.821312,453.5556,0.0
3046,22,25.094355,53.821312,453.5556,26.0,79.0,22.0,0.0,0.0,25.808683,54.472157,434.5784,-56.115
3047,19,25.808683,54.472157,434.5784,26.0,79.0,23.0,1.0,1.0,26.492224,55.575794,426.71503,-56.47842788696289
3048,3,26.492224,55.575794,426.71503,26.0,79.0,0.0,1.0,1.0,25.297579,54.58789,452.80197,-52.2
3049,2,25.297579,54.58789,452.80197,26.0,79.0,1.0,1.0,0.0,23.491543,54.596233,476.46173,-52.2
3050,15,23.491543,54.596233,476.46173,25.0,83.0,2.0,1.0,0.0,23.369833,54.457916,444.36957,-56.115
3051,10,23.369833,54.457916,444.36957,25.0,83.0,3.0,1.0,1.0,23.929441,55.860634,469.6506,-52.2
3052,19,23.929441,55.860634,469.6506,24.0,89.0,4.0,1.0,0.0,24.603132,54.310257,441.503,-56.115
3053,8,24.603132,54.310257,441.503,24.0,89.0,5.0,1.0,1.0,25.204004,52.064785,469.1905,-52.2
3054,18,25.204004,52.064785,469.1905,25.0,83.0,6.0,1.0,0.0,25.115198,51.691124,441.29593,-56.115
3055,0,25.115198,51.691124,441.29593,25.0,89.0,7.0,1.0,1.0,24.841753,52.51161,469.35828,0.0
3056,0,24.841753,52.51161,469.35828,26.0,84.0,8.0,0.0,0.0,24.89315,53.985245,521.19745,0.0
3057,0,24.89315,53.985245,521.19745,27.0,79.0,9.0,0.0,0.0,25.125444,54.134556,573.1082,0.0
3058,19,25.125444,54.134556,573.1082,27.0,79.0,10.0,0.0,0.0,25.699097,50.63615,500.86978,-56.115
3059,9,25.699097,50.63615,500.86978,25.0,78.0,11.0,1.0,1.0,26.441605,50.136242,552.7805,-52.492523193359375
3060,6,26.441605,50.136242,552.7805,27.0,66.0,12.0,1.0,0.0,25.943771,48.39524,601.46545,-52.2
3061,14,25.943771,48.39524,601.46545,29.0,58.0,13.0,1.0,0.0,23.328733,46.560593,515.1638,-56.115
3062,13,23.328733,46.560593,515.1638,29.0,58.0,14.0,1.0,1.0,22.56562,45.720974,476.3044,-56.115
3063,9,22.56562,45.720974,476.3044,30.0,52.0,15.0,1.0,1.0,24.52157,47.322266,528.6957,-52.2
3064,23,24.52157,47.322266,528.6957,28.0,66.0,16.0,1.0,0.0,25.64209,43.87514,481.2729,-56.115
3065,1,25.64209,43.87514,481.2729,28.0,70.0,17.0,1.0,1.0,23.24306,43.818703,533.18365,-52.2
3066,4,23.24306,43.818703,533.18365,28.0,70.0,18.0,1.0,0.0,23.248295,47.35929,558.4334,-52.2
3067,7,23.248295,47.35929,558.4334,27.0,74.0,19.0,1.0,0.0,24.373701,49.637707,578.2626,-52.2
3068,5,24.373701,49.637707,578.2626,27.0,74.0,20.0,1.0,0.0,24.550865,52.055122,600.4536,-52.2
3069,21,24.550865,52.055122,600.4536,26.0,84.0,21.0,1.0,0.0,25.172934,52.26951,500.30084,-56.115
3070,23,25.172934,52.26951,500.30084,26.0,84.0,22.0,1.0,1.0,25.618965,52.164654,455.32874,-56.115
3071,13,25.618965,52.164654,455.32874,26.0,84.0,23.0,1.0,1.0,23.326077,53.58428,435.06192,-56.115
3072,7,23.326077,53.58428,435.06192,25.0,89.0,0.0,1.0,1.0,23.964746,54.377766,459.85025,-52.2
3073,12,23.964746,54.377766,459.85025,26.0,84.0,1.0,1.0,0.0,24.059267,55.187847,436.8365,-3.915
3074,2,24.059267,55.187847,436.8365,26.0,84.0,2.0,0.0,1.0,22.201971,56.134926,462.34464,-52.2
3075,22,22.201971,56.134926,462.34464,26.0,89.0,3.0,1.0,0.0,22.613356,60.295902,438.59247,-56.115
3076,20,22.613356,60.295902,438.59247,26.0,89.0,4.0,1.0,1.0,22.524754,63.393513,429.6339,-56.115
3077,10,22.524754,63.393513,429.6339,26.0,89.0,5.0,1.0,1.0,24.12655,64.53395,455.89447,-52.2
3078,16,24.12655,64.53395,455.89447,26.0,89.0,6.0,1.0,0.0,23.601604,66.88454,435.28085,-56.29257583618164
3079,20,23.601604,66.88454,435.28085,26.0,89.0,7.0,1.0,1.0,22.480986,66.41367,427.35925,-56.21492385864258
3080,23,22.480986,66.41367,427.35925,28.0,74.0,8.0,1.0,1.0,22.351727,62.23874,437.23074,-56.115
3081,17,22.351727,62.23874,437.23074,29.0,70.0,9.0,1.0,1.0,22.920837,62.02642,443.33487,-56.115
3082,13,22.920837,62.02642,443.33487,29.0,74.0,10.0,1.0,1.0,21.395628,62.18962,432.91342,-56.662899017333984
3083,15,21.395628,62.18962,432.91342,30.0,66.0,11.0,1.0,1.0,21.588772,62.13671,444.80676,-56.3686637878418
3084,11,21.588772,62.13671,444.80676,31.0,66.0,12.0,1.0,1.0,24.319769,61.08015,499.4141,-52.2
3085,0,24.319769,61.08015,499.4141,32.0,59.0,13.0,1.0,0.0,24.50883,60.54607,551.3248,0.0
3086,7,24.50883,60.54607,551.3248,33.0,56.0,14.0,0.0,0.0,24.870201,54.189217,600.00977,-52.2
3087,12,24.870201,54.189217,600.00977,32.0,59.0,15.0,1.0,0.0,25.37336,52.931103,513.08624,-3.915
3088,3,25.37336,52.931103,513.08624,33.0,56.0,16.0,0.0,1.0,22.804394,50.268974,567.68567,-52.2
3089,20,22.804394,50.268974,567.68567,31.0,66.0,17.0,1.0,0.0,24.917805,52.021347,497.36676,-56.115
3090,19,24.917805,52.021347,497.36676,29.0,79.0,18.0,1.0,1.0,25.871996,53.963604,454.0084,-56.115
3091,18,25.871996,53.963604,454.0084,26.0,79.0,19.0,1.0,1.0,25.766489,54.558735,434.6798,-56.115
3092,5,25.766489,54.558735,434.6798,26.0,84.0,20.0,1.0,1.0,25.957668,57.49051,459.46814,-52.2
3093,7,25.957668,57.49051,459.46814,25.0,83.0,21.0,1.0,0.0,26.5508,58.010468,481.47675,-52.65507125854492
3094,19,26.5508,58.010468,481.47675,25.0,83.0,22.0,1.0,0.0,26.89214,57.96751,446.7287,-57.30887222290039
3095,3,26.89214,57.96751,446.7287,25.0,83.0,23.0,1.0,1.0,25.436686,55.700676,471.86758,-52.2
3096,7,25.436686,55.700676,471.86758,25.0,78.0,0.0,1.0,0.0,25.763311,54.988876,494.44583,-52.2
3097,16,25.763311,54.988876,494.44583,25.0,78.0,1.0,1.0,0.0,25.23597,53.40015,452.69397,-56.115
3098,12,25.23597,53.40015,452.69397,24.0,83.0,2.0,1.0,1.0,25.487112,54.795586,434.3592,-3.915
3099,23,25.487112,54.795586,434.3592,24.0,89.0,3.0,0.0,1.0,26.338,50.46134,426.45605,-56.2863655090332
3100,1,26.338,50.46134,426.45605,24.0,89.0,4.0,1.0,1.0,23.95159,52.627,453.06784,-52.2
3101,7,23.95159,52.627,453.06784,24.0,89.0,5.0,1.0,0.0,24.466513,52.82178,476.7276,-52.2
3102,15,24.466513,52.82178,476.7276,25.0,83.0,6.0,1.0,0.0,23.751762,49.868965,444.4892,-56.115
3103,22,23.751762,49.868965,444.4892,26.0,79.0,7.0,1.0,1.0,22.963985,50.27973,433.03693,-56.115
3104,20,22.963985,50.27973,433.03693,27.0,74.0,8.0,1.0,1.0,24.588966,49.750397,439.1798,-56.115
3105,4,24.588966,49.750397,439.1798,29.0,90.0,9.0,1.0,1.0,22.437357,49.999706,495.45435,-52.2
3106,14,22.437357,49.999706,495.45435,28.0,70.0,10.0,1.0,0.0,22.658758,49.11683,467.73444,-56.115
3107,7,22.658758,49.11683,467.73444,28.0,70.0,11.0,1.0,1.0,24.46743,49.11778,519.617,-52.2
3108,5,24.46743,49.11778,519.617,28.0,70.0,12.0,1.0,0.0,24.304657,48.994114,571.5278,-52.2
3109,5,24.304657,48.994114,571.5278,29.0,66.0,13.0,1.0,0.0,24.421572,50.431305,620.2127,-52.2
3110,22,24.421572,50.431305,620.2127,31.0,59.0,14.0,1.0,0.0,24.953993,49.706436,523.26685,-56.115
3111,17,24.953993,49.706436,523.26685,31.0,59.0,15.0,1.0,1.0,25.005058,50.440083,478.82993,-56.115
3112,20,25.005058,50.440083,478.82993,30.0,62.0,16.0,1.0,1.0,25.836147,50.241947,459.04953,-56.115
3113,8,25.836147,50.241947,459.04953,30.0,62.0,17.0,1.0,1.0,25.906197,50.309696,510.8144,-52.2
3114,7,25.906197,50.309696,510.8144,30.0,62.0,18.0,1.0,0.0,25.023441,50.51398,534.40295,-52.2
3115,1,25.023441,50.51398,534.40295,28.0,70.0,19.0,1.0,0.0,23.087025,49.557583,563.5053,-52.2
3116,20,23.087025,49.557583,563.5053,28.0,70.0,20.0,1.0,0.0,24.594078,57.47177,482.50052,-56.115
3117,18,24.594078,57.47177,482.50052,27.0,70.0,21.0,1.0,1.0,25.141668,53.023594,447.3186,-56.115
3118,15,25.141668,53.023594,447.3186,27.0,66.0,22.0,1.0,1.0,24.290802,50.72991,432.60587,-56.115
3119,14,24.290802,50.72991,432.60587,27.0,66.0,23.0,1.0,1.0,23.43123,52.194904,425.78897,-56.115
3120,18,23.43123,52.194904,425.78897,26.0,70.0,0.0,1.0,1.0,23.339544,54.909286,423.4547,-56.115
3121,12,23.339544,54.909286,423.4547,25.0,74.0,1.0,1.0,1.0,23.100882,55.397976,424.72842,-3.915
3122,12,23.100882,55.397976,424.72842,26.0,70.0,2.0,0.0,1.0,23.126854,56.48344,424.9213,-3.915
3123,12,23.126854,56.48344,424.9213,25.0,69.0,3.0,0.0,1.0,23.060146,57.058624,424.92914,-3.915
3124,3,23.060146,57.058624,424.92914,26.0,58.0,4.0,0.0,1.0,22.43956,59.458256,451.41046,-52.2
3125,8,22.43956,59.458256,451.41046,26.0,61.0,5.0,1.0,0.0,22.469002,61.754818,474.77942,-52.2
3126,9,22.469002,61.754818,474.77942,25.0,61.0,6.0,1.0,0.0,24.27367,63.059834,497.38425,-52.2
3127,8,24.27367,63.059834,497.38425,25.0,65.0,7.0,1.0,0.0,24.817844,60.84218,520.03613,-52.2
3128,16,24.817844,60.84218,520.03613,26.0,74.0,8.0,1.0,0.0,24.54134,58.429073,477.3761,-56.115
3129,6,24.54134,58.429073,477.3761,28.0,48.0,9.0,1.0,1.0,24.310493,55.71188,529.7674,-52.2
3130,4,24.310493,55.71188,529.7674,28.0,64.0,10.0,1.0,0.0,24.161455,54.37486,583.873,-52.2
3131,15,24.161455,54.37486,583.873,28.0,65.0,11.0,1.0,0.0,23.864298,52.305817,505.82468,-56.115
3132,9,23.864298,52.305817,505.82468,29.0,55.0,12.0,1.0,1.0,24.206757,53.303703,557.7354,-52.2
3133,13,24.206757,53.303703,557.7354,30.0,49.0,13.0,1.0,0.0,22.53217,53.15469,495.02097,-56.115
3134,19,22.53217,53.15469,495.02097,29.0,52.0,14.0,1.0,1.0,24.36877,53.659573,466.11926,-56.115
3135,21,24.36877,53.659573,466.11926,29.0,55.0,15.0,1.0,1.0,25.288973,52.210445,453.10083,-56.115
3136,4,25.288973,52.210445,453.10083,30.0,46.0,16.0,1.0,1.0,23.12092,53.015717,510.5265,-52.2
3137,12,23.12092,53.015717,510.5265,30.0,65.0,17.0,1.0,0.0,24.05319,53.889725,473.09677,-3.915
3138,8,24.05319,53.889725,473.09677,28.0,62.0,18.0,0.0,1.0,24.293095,54.953445,495.1732,-52.2
3139,6,24.293095,54.953445,495.1732,27.0,62.0,19.0,1.0,0.0,24.329878,56.09684,517.8251,-52.2
3140,3,24.329878,56.09684,517.8251,27.0,66.0,20.0,1.0,0.0,24.049849,56.032475,540.94196,-52.2
3141,8,24.049849,56.032475,540.94196,25.0,74.0,21.0,1.0,0.0,24.683985,55.901707,566.1917,-52.2
3142,19,24.683985,55.901707,566.1917,25.0,74.0,22.0,1.0,0.0,25.750803,54.03705,483.70938,-56.115
3143,20,25.750803,54.03705,483.70938,26.0,65.0,23.0,1.0,1.0,25.157368,55.31821,447.86258,-56.115
3144,11,25.157368,55.31821,447.86258,24.0,78.0,0.0,1.0,1.0,25.963322,55.932808,472.49542,-52.2
3145,15,25.963322,55.932808,472.49542,24.0,89.0,1.0,1.0,0.0,24.552626,53.576206,442.5573,-56.115
3146,18,24.552626,53.576206,442.5573,24.0,89.0,2.0,1.0,1.0,24.746925,53.054028,432.4965,-56.115
3147,9,24.746925,53.054028,432.4965,24.0,89.0,3.0,1.0,1.0,24.993465,51.855858,457.97763,-52.2
3148,4,24.993465,51.855858,457.97763,24.0,89.0,4.0,1.0,0.0,24.432297,52.154827,479.9307,-52.2
3149,0,24.432297,52.154827,479.9307,24.0,83.0,5.0,1.0,0.0,24.60605,53.71416,502.2955,0.0
3150,9,24.60605,53.71416,502.2955,24.0,89.0,6.0,0.0,0.0,25.551832,52.03621,524.9474,-52.2
3151,18,25.551832,52.03621,524.9474,25.0,83.0,7.0,1.0,0.0,25.197504,48.94382,466.60107,-56.115
3152,4,25.197504,48.94382,466.60107,26.0,79.0,8.0,1.0,1.0,24.484364,48.659496,518.48364,-52.2
3153,12,24.484364,48.659496,518.48364,26.0,74.0,9.0,1.0,0.0,24.603445,49.056046,476.6775,-3.915
3154,8,24.603445,49.056046,476.6775,27.0,74.0,10.0,0.0,1.0,25.322578,50.793083,529.0688,-52.2
3155,7,25.322578,50.793083,529.0688,29.0,58.0,11.0,1.0,0.0,24.084803,51.02772,583.1744,-52.2
3156,0,24.084803,51.02772,583.1744,29.0,62.0,12.0,1.0,0.0,24.22983,51.88821,634.46735,0.0
3157,15,24.22983,51.88821,634.46735,30.0,59.0,13.0,0.0,0.0,20.796803,49.439518,510.06122,-58.286529541015625
3158,20,20.796803,49.439518,510.06122,31.0,55.0,14.0,1.0,1.0,24.752453,50.339104,472.8874,-56.115
3159,23,24.752453,50.339104,472.8874,30.0,59.0,15.0,1.0,1.0,25.710972,49.120037,455.59244,-56.115
3160,6,25.710972,49.120037,455.59244,30.0,59.0,16.0,1.0,1.0,25.346678,50.233234,507.79214,-52.2
3161,7,25.346678,50.233234,507.79214,30.0,62.0,17.0,1.0,0.0,25.64966,50.673115,559.7029,-52.2
3162,4,25.64966,50.673115,559.7029,30.0,62.0,18.0,1.0,0.0,24.756744,50.864716,579.53204,-52.2
3163,10,24.756744,50.864716,579.53204,28.0,74.0,19.0,1.0,0.0,25.73888,51.81837,601.7231,-52.2
3164,3,25.73888,51.81837,601.7231,28.0,74.0,20.0,1.0,0.0,24.416569,50.165607,626.95514,-52.2
3165,23,24.416569,50.165607,626.95514,27.0,74.0,21.0,1.0,0.0,25.33711,47.663727,513.15094,-56.115
3166,9,25.33711,47.663727,513.15094,27.0,70.0,22.0,1.0,1.0,26.016108,48.47292,536.7395,-52.20038986206055
3167,4,26.016108,48.47292,536.7395,26.0,74.0,23.0,1.0,0.0,25.733004,51.539703,561.98926,-52.2
3168,7,25.733004,51.539703,561.98926,26.0,79.0,0.0,1.0,0.0,25.957472,52.828182,581.8184,-52.2
3169,1,25.957472,52.828182,581.8184,26.0,79.0,1.0,1.0,0.0,23.559828,54.187313,604.25555,-52.2
3170,8,23.559828,54.187313,604.25555,26.0,79.0,2.0,1.0,0.0,24.193153,55.03296,629.4876,-52.2
3171,7,24.193153,55.03296,629.4876,26.0,84.0,3.0,1.0,0.0,24.637302,54.809135,653.979,-52.2
3172,21,24.637302,54.809135,653.979,26.0,79.0,4.0,1.0,0.0,24.982689,52.71011,522.07635,-56.115
3173,0,24.982689,52.71011,522.07635,26.0,79.0,5.0,1.0,1.0,25.08757,54.11538,545.19324,0.0
3174,18,25.08757,54.11538,545.19324,26.0,79.0,6.0,0.0,0.0,24.551886,52.590115,476.69934,-56.115
3175,20,24.551886,52.590115,476.69934,26.0,79.0,7.0,1.0,1.0,24.976995,50.786083,444.4765,-56.115
3176,3,24.976995,50.786083,444.4765,27.0,74.0,8.0,1.0,1.0,24.254414,48.94964,499.08383,-52.2
3177,12,24.254414,48.94964,499.08383,27.0,79.0,9.0,1.0,0.0,24.457952,49.535973,467.94757,-3.915
3178,8,24.457952,49.535973,467.94757,28.0,74.0,10.0,0.0,1.0,24.975765,50.45404,519.83014,-52.2
3179,19,24.975765,50.45404,519.83014,30.0,66.0,11.0,1.0,0.0,25.649998,48.53563,477.28342,-56.115
3180,3,25.649998,48.53563,477.28342,30.0,66.0,12.0,1.0,1.0,23.747156,45.9191,529.6747,-52.2
3181,9,23.747156,45.9191,529.6747,31.0,63.0,13.0,1.0,0.0,24.582016,46.99212,583.7803,-52.2
3182,9,24.582016,46.99212,583.7803,32.0,63.0,14.0,1.0,0.0,25.23799,49.208237,635.07324,-52.2
3183,19,25.23799,49.208237,635.07324,32.0,63.0,15.0,1.0,0.0,25.4508,46.13637,529.95404,-56.115
3184,8,25.4508,46.13637,529.95404,33.0,59.0,16.0,1.0,1.0,25.891567,47.11247,584.05963,-52.2
3185,5,25.891567,47.11247,584.05963,32.0,63.0,17.0,1.0,0.0,25.718143,49.41436,635.3526,-52.2
3186,4,25.718143,49.41436,635.3526,31.0,70.0,18.0,1.0,0.0,24.732649,51.22987,659.844,-52.2
3187,4,24.732649,51.22987,659.844,30.0,75.0,19.0,1.0,0.0,23.957882,51.62092,677.1458,-52.2
3188,20,23.957882,51.62092,677.1458,29.0,79.0,20.0,1.0,0.0,24.747475,53.811565,532.4407,-56.115
3189,11,24.747475,53.811565,532.4407,28.0,79.0,21.0,1.0,1.0,25.570284,53.755993,557.6904,-52.2
3190,21,25.570284,53.755993,557.6904,28.0,79.0,22.0,1.0,0.0,26.04235,54.436634,479.88382,-56.11769104003906
3191,4,26.04235,54.436634,479.88382,28.0,79.0,23.0,1.0,1.0,25.326864,57.93231,502.24863,-52.2
3192,11,25.326864,57.93231,502.24863,28.0,79.0,0.0,1.0,0.0,25.695292,57.190582,524.9005,-52.2
3193,21,25.695292,57.190582,524.9005,27.0,84.0,1.0,1.0,0.0,26.0888,56.3978,466.58,-56.1268310546875
3194,1,26.0888,56.3978,466.58,27.0,84.0,2.0,1.0,1.0,23.878796,57.650784,489.20166,-52.2
3195,9,23.878796,57.650784,489.20166,27.0,84.0,3.0,1.0,0.0,24.215929,57.91918,511.85358,-52.2
3196,16,24.215929,57.91918,511.85358,27.0,84.0,4.0,1.0,0.0,23.978987,58.712635,460.94897,-56.115
3197,4,23.978987,58.712635,460.94897,27.0,84.0,5.0,1.0,1.0,23.807238,60.51925,482.9114,-52.2
3198,0,23.807238,60.51925,482.9114,27.0,84.0,6.0,1.0,0.0,23.647741,61.541977,505.56332,0.0
3199,4,23.647741,61.541977,505.56332,29.0,79.0,7.0,0.0,0.0,22.921555,61.925392,533.3828,-52.2
3200,5,22.921555,61.925392,533.3828,29.0,79.0,8.0,1.0,0.0,22.859554,63.2817,589.4238,-52.2
3201,12,22.859554,63.2817,589.4238,30.0,75.0,9.0,1.0,0.0,23.090391,61.507614,510.0337,-3.915
3202,11,23.090391,61.507614,510.0337,32.0,67.0,10.0,0.0,1.0,25.63548,58.448105,561.94446,-52.2
3203,21,25.63548,58.448105,561.94446,34.0,60.0,11.0,1.0,0.0,26.170334,48.816196,494.78323,-56.15852355957031
3204,1,26.170334,48.816196,494.78323,34.0,56.0,12.0,1.0,1.0,22.72689,51.081093,547.48755,-52.2
3205,12,22.72689,51.081093,547.48755,35.0,56.0,13.0,1.0,0.0,23.12026,53.623127,492.61542,-3.915
3206,23,23.12026,53.623127,492.61542,36.0,57.0,14.0,0.0,1.0,24.918402,52.572693,465.03677,-56.115
3207,0,24.918402,52.572693,465.03677,36.0,60.0,15.0,1.0,1.0,25.099157,54.940483,516.9194,0.0
3208,14,25.099157,54.940483,516.9194,36.0,57.0,16.0,0.0,0.0,21.601936,51.91797,482.10214,-56.352684020996094
3209,0,21.601936,51.91797,482.10214,36.0,57.0,17.0,1.0,1.0,21.898033,53.292557,534.37915,-0.015595860779285431
3210,0,21.898033,53.292557,534.37915,34.0,67.0,18.0,0.0,0.0,22.72407,54.067616,560.38904,0.0
3211,7,22.72407,54.067616,560.38904,32.0,75.0,19.0,0.0,0.0,25.319891,56.313557,580.2182,-52.2
3212,15,25.319891,56.313557,580.2182,31.0,79.0,20.0,1.0,0.0,23.622063,54.069687,491.08417,-56.115
3213,19,23.622063,54.069687,491.08417,30.0,79.0,21.0,1.0,1.0,25.744793,52.023823,451.18124,-56.115
3214,17,25.744793,52.023823,451.18124,29.0,84.0,22.0,1.0,1.0,25.776062,55.203823,433.90732,-56.115
3215,1,25.776062,55.203823,433.90732,30.0,75.0,23.0,1.0,1.0,23.404165,55.84552,457.9937,-52.2
3216,11,23.404165,55.84552,457.9937,29.0,79.0,0.0,1.0,0.0,24.167358,56.208397,479.94678,-52.2
3217,18,24.167358,56.208397,479.94678,28.0,84.0,1.0,1.0,0.0,24.37471,55.4965,446.04022,-56.115
3218,19,24.37471,55.4965,446.04022,28.0,84.0,2.0,1.0,1.0,25.315687,53.57198,432.07007,-56.115
3219,17,25.315687,53.57198,432.07007,28.0,84.0,3.0,1.0,1.0,25.04472,54.02943,425.89804,-56.115
3220,21,25.04472,54.02943,425.89804,28.0,84.0,4.0,1.0,1.0,25.363674,52.906242,423.5038,-56.115
3221,6,25.363674,52.906242,423.5038,28.0,84.0,5.0,1.0,1.0,24.884962,53.52536,451.24854,-52.2
3222,1,24.884962,53.52536,451.24854,28.0,84.0,6.0,1.0,0.0,23.044708,53.64677,479.10727,-52.2
3223,22,23.044708,53.64677,479.10727,29.0,79.0,7.0,1.0,0.0,23.806839,50.15464,445.56006,-56.115
3224,8,23.806839,50.15464,445.56006,30.0,75.0,8.0,1.0,1.0,24.386345,49.740536,502.03244,-52.2
3225,0,24.386345,49.740536,502.03244,31.0,70.0,9.0,1.0,0.0,24.465067,50.0586,553.9432,0.0
3226,16,24.465067,50.0586,553.9432,32.0,71.0,10.0,0.0,0.0,23.308014,48.08413,491.18265,-56.115
3227,20,23.308014,48.08413,491.18265,34.0,56.0,11.0,1.0,1.0,23.43431,50.388725,464.39203,-56.115
3228,15,23.43431,50.388725,464.39203,36.0,44.0,12.0,1.0,1.0,23.319937,49.336555,452.32358,-56.115
3229,22,23.319937,49.336555,452.32358,37.0,45.0,13.0,1.0,1.0,24.09247,49.695145,447.66827,-56.115
3230,0,24.09247,49.695145,447.66827,38.0,38.0,14.0,1.0,1.0,23.895489,53.427402,501.62738,0.0
3231,19,23.895489,53.427402,501.62738,39.0,38.0,15.0,0.0,0.0,23.294483,52.958107,469.09216,-56.115
3232,13,23.294483,52.958107,469.09216,38.0,40.0,16.0,1.0,1.0,21.596872,55.55694,459.77457,-56.358768463134766
3233,5,21.596872,55.55694,459.77457,36.0,53.0,17.0,1.0,1.0,22.184547,55.915363,517.75745,-52.2
3234,13,22.184547,55.915363,517.75745,35.0,53.0,18.0,1.0,0.0,22.008503,56.89298,459.5799,-56.115
3235,14,22.008503,56.89298,459.5799,33.0,63.0,19.0,1.0,1.0,22.86066,57.41459,437.7648,-56.115
3236,18,22.86066,57.41459,437.7648,33.0,63.0,20.0,1.0,1.0,24.834017,55.14492,428.61893,-56.115
3237,8,24.834017,55.14492,428.61893,32.0,75.0,21.0,1.0,1.0,25.77302,54.62963,454.48767,-52.2
3238,3,25.77302,54.62963,454.48767,31.0,75.0,22.0,1.0,0.0,24.629383,53.88615,477.07434,-52.2
3239,19,24.629383,53.88615,477.07434,30.0,75.0,23.0,1.0,0.0,25.635433,53.56003,444.64523,-56.115
3240,23,25.635433,53.56003,444.64523,30.0,75.0,0.0,1.0,1.0,25.850296,50.291668,431.46683,-56.115
3241,6,25.850296,50.291668,431.46683,29.0,79.0,1.0,1.0,1.0,25.276573,52.192806,456.96732,-52.2
3242,17,25.276573,52.192806,456.96732,28.0,84.0,2.0,1.0,0.0,24.924664,53.478096,435.51416,-56.115
3243,14,24.924664,53.478096,435.51416,28.0,84.0,3.0,1.0,1.0,23.716333,52.973938,427.1986,-56.115
3244,17,23.716333,52.973938,427.1986,28.0,84.0,4.0,1.0,1.0,23.7861,54.11645,423.7669,-56.115
3245,14,23.7861,54.11645,423.7669,28.0,84.0,5.0,1.0,1.0,23.437752,55.119263,423.18024,-56.115
3246,2,23.437752,55.119263,423.18024,28.0,84.0,6.0,1.0,1.0,23.03406,56.27868,453.96106,-52.2
3247,3,23.03406,56.27868,453.96106,29.0,79.0,7.0,1.0,0.0,22.64321,57.67428,479.6515,-52.2
3248,8,22.64321,57.67428,479.6515,30.0,75.0,8.0,1.0,0.0,23.791563,56.75022,531.56226,-52.2
3249,22,23.791563,56.75022,531.56226,31.0,75.0,9.0,1.0,0.0,24.330015,55.35798,483.55054,-56.115
3250,2,24.330015,55.35798,483.55054,33.0,63.0,10.0,1.0,1.0,22.198038,56.671738,541.6793,-52.2
3251,2,22.198038,56.671738,541.6793,36.0,47.0,11.0,1.0,0.0,22.018738,57.316147,593.266,-52.2
3252,6,22.018738,57.316147,593.266,38.0,42.0,12.0,1.0,0.0,22.238422,52.948208,652.2478,-52.2
3253,17,22.238422,52.948208,652.2478,39.0,38.0,13.0,1.0,0.0,22.596575,51.685158,536.41754,-56.115
3254,1,22.596575,51.685158,536.41754,38.0,48.0,14.0,1.0,1.0,22.09709,53.868793,595.0677,-52.2
3255,7,22.09709,53.868793,595.0677,39.0,38.0,15.0,1.0,0.0,23.409233,54.63961,646.36066,-52.2
3256,3,23.409233,54.63961,646.36066,39.0,40.0,16.0,1.0,0.0,22.930334,56.5062,697.99945,-52.2
3257,7,22.930334,56.5062,697.99945,38.0,62.0,17.0,1.0,0.0,24.189266,52.486664,739.99396,-52.2
3258,0,24.189266,52.486664,739.99396,37.0,67.0,18.0,1.0,0.0,24.736208,55.678783,753.0292,0.0
3259,3,24.736208,55.678783,753.0292,36.0,65.0,19.0,0.0,0.0,22.773685,56.05962,772.1309,-52.2
3260,9,22.773685,56.05962,772.1309,35.0,63.0,20.0,1.0,0.0,24.857208,58.341656,782.47125,-52.2
3261,4,24.857208,58.341656,782.47125,32.0,71.0,21.0,1.0,0.0,24.832495,55.649403,792.3593,-52.2
3262,20,24.832495,55.649403,792.3593,31.0,75.0,22.0,1.0,0.0,25.500458,54.00791,581.74036,-56.115
3263,1,25.500458,54.00791,581.74036,30.0,79.0,23.0,1.0,1.0,23.243378,54.362026,604.1775,-52.2
3264,6,23.243378,54.362026,604.1775,30.0,75.0,0.0,1.0,0.0,23.33368,55.091595,629.40955,-52.2
3265,1,23.33368,55.091595,629.40955,29.0,84.0,1.0,1.0,0.0,22.869907,55.1756,656.23425,-52.2
3266,22,22.869907,55.1756,656.23425,29.0,79.0,2.0,1.0,0.0,24.572136,52.464912,523.09125,-56.115
3267,6,24.572136,52.464912,523.09125,29.0,79.0,3.0,1.0,1.0,24.505524,52.783184,546.2081,-52.2
3268,21,24.505524,52.783184,546.2081,29.0,79.0,4.0,1.0,0.0,24.935081,51.66325,477.15604,-56.115
3269,16,24.935081,51.66325,477.15604,29.0,79.0,5.0,1.0,1.0,24.549778,52.1761,444.682,-56.115
3270,21,24.549778,52.1761,444.682,29.0,79.0,6.0,1.0,1.0,25.077059,51.884056,431.48337,-56.115
3271,6,25.077059,51.884056,431.48337,29.0,79.0,7.0,1.0,1.0,24.493916,50.39203,456.98386,-52.2
3272,21,24.493916,50.39203,456.98386,30.0,75.0,8.0,1.0,0.0,24.850964,47.041317,448.86417,-56.115
3273,8,24.850964,47.041317,448.86417,31.0,70.0,9.0,1.0,1.0,25.179777,48.378452,502.92505,-52.2
3274,8,25.179777,48.378452,502.92505,32.0,71.0,10.0,1.0,0.0,25.481964,48.093212,554.8358,-52.2
