Step,Action_Index,Indoor_Temp,Indoor_RH,Indoor_CO2,Outdoor_Temp,Outdoor_RH,Hour,AC_Status,Fan_Status,Next_Indoor_Temp,Next_Indoor_RH,Next_Indoor_CO2,Reward
229,15,25.853233,50.791412,506.81186,28.0,66.0,13.0,1.0,0.0,23.893967,46.278793,471.42517,-56.115
230,17,23.893967,46.278793,471.42517,28.0,62.0,14.0,1.0,1.0,23.911669,46.212692,455.16028,-56.115
231,9,23.911669,46.212692,455.16028,29.0,55.0,15.0,1.0,1.0,24.566504,47.46236,507.29398,-52.2
232,16,24.566504,47.46236,507.29398,29.0,55.0,16.0,1.0,0.0,22.254984,48.247063,471.19843,-56.115
233,4,22.254984,48.247063,471.19843,28.0,84.0,17.0,1.0,1.0,21.30675,50.831314,506.0771,-52.920894622802734
234,7,21.30675,50.831314,506.0771,26.0,65.0,18.0,1.0,0.0,21.209883,51.9662,522.7144,-53.13642883300781
235,11,21.209883,51.9662,522.7144,25.0,78.0,19.0,1.0,0.0,22.954361,53.844902,549.9194,-52.2
236,14,22.954361,53.844902,549.9194,24.0,94.0,20.0,1.0,0.0,22.815321,55.802258,479.9082,-56.115
237,21,22.815321,55.802258,479.9082,24.0,94.0,21.0,1.0,1.0,23.938646,55.130623,446.02286,-56.115
238,21,23.938646,55.130623,446.02286,23.0,94.0,22.0,1.0,1.0,24.267616,56.955544,432.06226,-56.115
239,5,24.267616,56.955544,432.06226,23.0,94.0,23.0,1.0,1.0,24.812061,58.217545,457.5434,-52.2
240,9,24.812061,58.217545,457.5434,23.0,94.0,0.0,1.0,0.0,25.214294,56.815796,479.49646,-52.2
241,22,25.214294,56.815796,479.49646,23.0,94.0,1.0,1.0,0.0,25.626377,56.250687,445.7352,-56.115
242,18,25.626377,56.250687,445.7352,23.0,94.0,2.0,1.0,1.0,25.274435,56.84008,432.79657,-56.115
243,22,25.274435,56.84008,432.79657,22.0,94.0,3.0,1.0,1.0,25.495981,57.20444,425.87482,-56.115
244,5,25.495981,57.20444,425.87482,21.0,100.0,4.0,1.0,1.0,25.043608,59.75335,452.20746,-52.2
245,6,25.043608,59.75335,452.20746,20.0,100.0,5.0,1.0,0.0,24.909359,59.21208,476.26633,-52.2
246,13,24.909359,59.21208,476.26633,22.0,94.0,6.0,1.0,0.0,23.140285,59.57152,446.20264,-56.115
247,18,23.140285,59.57152,446.20264,21.0,94.0,7.0,1.0,1.0,23.895994,58.70641,432.14316,-56.115
248,19,23.895994,58.70641,432.14316,21.0,94.0,8.0,1.0,1.0,24.850515,56.23566,439.12778,-56.115
249,10,24.850515,56.23566,439.12778,22.0,88.0,9.0,1.0,1.0,25.1286,56.38832,495.4656,-52.2
250,7,25.1286,56.38832,495.4656,22.0,78.0,10.0,1.0,0.0,25.60569,53.936058,547.37634,-52.2
251,4,25.60569,53.936058,547.37634,23.0,73.0,11.0,1.0,0.0,25.229465,53.82013,601.48193,-52.2
252,11,25.229465,53.82013,601.48193,24.0,69.0,12.0,1.0,0.0,25.68953,54.463543,655.93616,-52.2
253,22,25.68953,54.463543,655.93616,24.0,65.0,13.0,1.0,0.0,25.309359,53.627365,536.8856,-56.115
254,22,25.309359,53.627365,536.8856,23.0,65.0,14.0,1.0,1.0,25.424223,51.7376,485.94604,-56.115
255,18,25.424223,51.7376,485.94604,23.0,65.0,15.0,1.0,1.0,24.938555,49.092888,462.03555,-56.115
256,23,24.938555,49.092888,462.03555,22.0,64.0,16.0,1.0,1.0,25.27983,45.56232,451.1618,-56.115
257,4,25.27983,45.56232,451.1618,21.0,69.0,17.0,1.0,1.0,24.723001,46.31437,504.87717,-52.2
258,8,24.723001,46.31437,504.87717,19.0,73.0,18.0,1.0,0.0,25.44992,47.911053,528.46576,-52.2
259,5,25.44992,47.911053,528.46576,19.0,73.0,19.0,1.0,0.0,25.273651,48.952698,551.52075,-52.2
260,5,25.273651,48.952698,551.52075,19.0,73.0,20.0,1.0,0.0,24.92953,53.540337,571.3499,-52.2
261,18,24.92953,53.540337,571.3499,18.0,77.0,21.0,1.0,0.0,25.18583,54.629807,486.03058,-56.115
262,21,25.18583,54.629807,486.03058,18.0,77.0,22.0,1.0,1.0,25.28041,53.767475,448.9071,-56.115
263,2,25.28041,53.767475,448.9071,18.0,73.0,23.0,1.0,1.0,23.538544,55.27633,473.42096,-52.2
264,3,23.538544,55.27633,473.42096,18.0,73.0,0.0,1.0,0.0,23.31278,54.752007,495.49738,-52.2
265,17,23.31278,54.752007,495.49738,18.0,73.0,1.0,1.0,0.0,23.258228,54.407944,453.16718,-56.115
266,2,23.258228,54.407944,453.16718,18.0,73.0,2.0,1.0,1.0,22.911016,55.601677,479.5102,-52.2
267,12,22.911016,55.601677,479.5102,17.0,77.0,3.0,1.0,0.0,22.861088,55.753006,446.89374,-3.915
268,15,22.861088,55.753006,446.89374,17.0,77.0,4.0,0.0,1.0,22.811249,56.860508,433.39734,-56.115
269,21,22.811249,56.860508,433.39734,17.0,77.0,5.0,1.0,1.0,23.933428,55.13844,426.14514,-56.115
270,21,23.933428,55.13844,426.14514,17.0,77.0,6.0,1.0,1.0,24.39284,52.835884,423.7406,-56.115
271,14,24.39284,52.835884,423.7406,17.0,77.0,7.0,1.0,1.0,23.1482,51.980797,424.8571,-56.115
272,16,23.1482,51.980797,424.8571,17.0,77.0,8.0,1.0,1.0,23.118944,52.96253,438.15356,-56.115
273,6,23.118944,52.96253,438.15356,17.0,77.0,9.0,1.0,1.0,23.884483,50.977077,493.39102,-52.2
274,23,23.884483,50.977077,493.39102,18.0,73.0,10.0,1.0,0.0,24.648907,47.753574,465.3858,-56.115
275,13,24.648907,47.753574,465.3858,18.0,73.0,11.0,1.0,1.0,23.302353,47.86247,452.77075,-56.115
276,3,23.302353,47.86247,452.77075,18.0,73.0,12.0,1.0,1.0,22.880276,47.473133,508.26297,-52.2
277,3,22.880276,47.473133,508.26297,19.0,68.0,13.0,1.0,0.0,22.984415,46.675987,563.69714,-52.2
278,1,22.984415,46.675987,563.69714,19.0,73.0,14.0,1.0,0.0,23.074709,46.87063,616.5252,-52.2
279,4,23.074709,46.87063,616.5252,19.0,73.0,15.0,1.0,0.0,23.370438,47.09126,670.2388,-52.2
280,15,23.370438,47.09126,670.2388,19.0,73.0,16.0,1.0,0.0,23.05674,46.263126,544.9571,-56.115
281,14,23.05674,46.263126,544.9571,19.0,73.0,17.0,1.0,1.0,22.894852,46.544765,490.44916,-56.115
282,1,22.894852,46.544765,490.44916,19.0,73.0,18.0,1.0,1.0,22.86457,49.104717,515.4344,-52.2
283,14,22.86457,49.104717,515.4344,18.0,83.0,19.0,1.0,0.0,22.6989,50.310036,463.27078,-56.115
284,16,22.6989,50.310036,463.27078,18.0,77.0,20.0,1.0,1.0,22.760073,51.803543,440.0217,-56.115
285,18,22.760073,51.803543,440.0217,18.0,83.0,21.0,1.0,1.0,23.762472,54.091152,430.20502,-56.115
286,6,23.762472,54.091152,430.20502,17.0,88.0,22.0,1.0,1.0,24.312,56.645935,456.09955,-52.2
287,19,24.312,56.645935,456.09955,16.0,94.0,23.0,1.0,0.0,25.170866,52.64054,435.34787,-56.115
288,21,25.170866,52.64054,435.34787,16.0,94.0,0.0,1.0,1.0,25.111464,50.88639,427.15747,-56.115
289,23,25.111464,50.88639,427.15747,16.0,94.0,1.0,1.0,1.0,25.404818,48.75904,423.74838,-56.115
290,8,25.404818,48.75904,423.74838,16.0,94.0,2.0,1.0,1.0,25.710121,49.142334,451.4931,-52.2
291,15,25.710121,49.142334,451.4931,16.0,94.0,3.0,1.0,0.0,24.26233,48.62399,434.04764,-56.115
292,18,24.26233,48.62399,434.04764,16.0,94.0,4.0,1.0,1.0,24.479597,49.785263,426.1603,-56.115
293,22,24.479597,49.785263,426.1603,16.0,94.0,5.0,1.0,1.0,25.109053,50.918537,423.74744,-56.115
294,6,25.109053,50.918537,423.74744,16.0,94.0,6.0,1.0,1.0,24.859459,51.12524,451.49216,-52.2
295,14,24.859459,51.12524,451.49216,16.0,88.0,7.0,1.0,0.0,23.415512,50.972332,434.0472,-56.115
296,13,23.415512,50.972332,434.0472,16.0,88.0,8.0,1.0,1.0,22.723972,51.4503,440.2937,-56.115
297,19,22.723972,51.4503,440.2937,17.0,82.0,9.0,1.0,1.0,24.135067,52.703598,443.52426,-56.115
298,5,24.135067,52.703598,443.52426,17.0,82.0,10.0,1.0,1.0,24.081947,52.949245,498.42313,-52.2
299,9,24.081947,52.949245,498.42313,18.0,77.0,11.0,1.0,0.0,24.46711,51.33227,550.33386,-52.2
300,14,24.46711,51.33227,550.33386,18.0,77.0,12.0,1.0,0.0,23.385927,51.87066,489.55847,-56.115
301,17,23.385927,51.87066,489.55847,18.0,77.0,13.0,1.0,1.0,23.355827,52.34578,463.66116,-56.115
302,16,23.355827,52.34578,463.66116,18.0,83.0,14.0,1.0,1.0,23.3123,53.03785,451.9947,-56.115
303,5,23.3123,53.03785,451.9947,18.0,77.0,15.0,1.0,1.0,23.56674,53.21736,507.20172,-52.2
304,16,23.56674,53.21736,507.20172,18.0,83.0,16.0,1.0,0.0,23.446798,53.54287,471.60062,-56.115
305,5,23.446798,53.54287,471.60062,18.0,83.0,17.0,1.0,1.0,23.570438,54.76173,522.7538,-52.2
306,6,23.570438,54.76173,522.7538,18.0,83.0,18.0,1.0,0.0,24.068499,56.08561,545.87067,-52.2
307,21,24.068499,56.08561,545.87067,17.0,88.0,19.0,1.0,0.0,23.81864,49.294785,477.00418,-56.115
308,0,23.81864,49.294785,477.00418,17.0,82.0,20.0,1.0,1.0,23.66769,51.733124,499.14148,0.0
309,2,23.66769,51.733124,499.14148,17.0,82.0,21.0,0.0,0.0,22.49986,52.380074,520.1033,-52.2
310,5,22.49986,52.380074,520.1033,17.0,82.0,22.0,1.0,0.0,23.06263,54.528656,547.4188,-52.2
311,7,23.06263,54.528656,547.4188,17.0,88.0,23.0,1.0,0.0,24.272873,56.535072,572.6686,-52.2
312,9,24.272873,56.535072,572.6686,16.0,94.0,0.0,1.0,0.0,24.571676,53.05466,594.8596,-52.2
313,2,24.571676,53.05466,594.8596,16.0,94.0,1.0,1.0,0.0,23.455109,54.126785,617.29675,-52.2
314,7,23.455109,54.126785,617.29675,16.0,94.0,2.0,1.0,0.0,24.090712,53.012974,641.78815,-52.2
315,19,24.090712,53.012974,641.78815,16.0,94.0,3.0,1.0,0.0,24.645514,52.265415,519.8258,-56.115
316,19,24.645514,52.265415,519.8258,16.0,94.0,4.0,1.0,1.0,25.229483,53.309982,464.32422,-56.115
317,13,25.229483,53.309982,464.32422,16.0,94.0,5.0,1.0,1.0,23.164122,51.983894,440.93396,-56.115
318,3,23.164122,51.983894,440.93396,16.0,94.0,6.0,1.0,1.0,22.951265,52.31255,471.4859,-52.2
319,7,22.951265,52.31255,471.4859,16.0,100.0,7.0,1.0,0.0,24.231745,52.554596,494.06415,-52.2
320,17,24.231745,52.554596,494.06415,16.0,100.0,8.0,1.0,0.0,24.143,53.286137,465.68872,-56.115
321,1,24.143,53.286137,465.68872,16.0,100.0,9.0,1.0,1.0,22.78196,54.541943,521.19086,-52.2
322,11,22.78196,54.541943,521.19086,16.0,100.0,10.0,1.0,0.0,24.501553,53.107212,573.1016,-52.2
323,1,24.501553,53.107212,573.1016,16.0,100.0,11.0,1.0,0.0,23.10426,54.6038,628.3674,-52.2
324,4,23.10426,54.6038,628.3674,16.0,100.0,12.0,1.0,0.0,23.200361,56.854546,682.08093,-52.2
325,22,23.200361,56.854546,682.08093,16.0,100.0,13.0,1.0,0.0,23.758162,54.484097,548.58997,-56.115
326,1,23.758162,54.484097,548.58997,16.0,100.0,14.0,1.0,1.0,23.165411,57.00531,606.9144,-52.2
327,15,23.165411,57.00531,606.9144,17.0,94.0,15.0,1.0,0.0,22.986702,57.798862,519.2014,-56.115
328,18,22.986702,57.798862,519.2014,17.0,94.0,16.0,1.0,1.0,24.002598,57.826996,477.0005,-56.115
329,1,24.002598,57.826996,477.0005,17.0,94.0,17.0,1.0,1.0,23.126196,55.41276,533.6107,-52.2
330,16,23.126196,55.41276,533.6107,16.0,100.0,18.0,1.0,0.0,22.878414,58.292973,472.5372,-56.115
331,0,22.878414,58.292973,472.5372,16.0,94.0,19.0,1.0,1.0,22.703783,58.736584,496.4121,0.0
332,21,22.703783,58.736584,496.4121,16.0,94.0,20.0,0.0,0.0,24.157722,57.307816,453.5788,-56.115
333,4,24.157722,57.307816,453.5788,16.0,94.0,21.0,1.0,1.0,23.642738,57.067177,476.86407,-52.2
334,3,23.642738,57.067177,476.86407,16.0,94.0,22.0,1.0,0.0,23.333868,57.36796,499.00137,-52.2
335,1,23.333868,57.36796,499.00137,16.0,94.0,23.0,1.0,0.0,22.708637,58.65876,523.2321,-52.2
336,7,22.708637,58.65876,523.2321,16.0,94.0,0.0,1.0,0.0,23.732418,57.549812,546.349,-52.2
337,18,23.732418,57.549812,546.349,16.0,94.0,1.0,1.0,0.0,24.041351,57.34662,477.21942,-56.115
338,22,24.041351,57.34662,477.21942,16.0,94.0,2.0,1.0,1.0,24.267015,55.43025,444.7105,-56.115
339,3,24.267015,55.43025,444.7105,15.0,100.0,3.0,1.0,1.0,23.901276,55.65711,469.99155,-52.2
340,16,23.901276,55.65711,469.99155,15.0,100.0,4.0,1.0,0.0,23.565115,57.088158,441.6564,-56.115
341,18,23.565115,57.088158,441.6564,15.0,100.0,5.0,1.0,1.0,23.679983,57.4914,431.20474,-56.115
342,10,23.679983,57.4914,431.20474,15.0,100.0,6.0,1.0,1.0,24.075693,55.188545,456.70523,-52.2
343,10,24.075693,55.188545,456.70523,15.0,94.0,7.0,1.0,0.0,24.427568,50.276085,478.6583,-52.2
344,8,24.427568,50.276085,478.6583,15.0,94.0,8.0,1.0,0.0,24.856043,47.05481,531.04956,-52.2
345,19,24.856043,47.05481,531.04956,15.0,94.0,9.0,1.0,0.0,25.48327,48.45672,483.31982,-56.115
346,20,25.48327,48.45672,483.31982,15.0,94.0,10.0,1.0,1.0,25.437754,45.856976,460.85376,-56.115
347,21,25.437754,45.856976,460.85376,16.0,88.0,11.0,1.0,1.0,25.44713,45.23065,450.67838,-56.115
348,20,25.44713,45.23065,450.67838,16.0,82.0,12.0,1.0,1.0,25.770206,44.915142,447.078,-56.115
349,5,25.770206,44.915142,447.078,17.0,82.0,13.0,1.0,1.0,25.569796,44.043995,501.5432,-52.2
350,18,25.569796,44.043995,501.5432,18.0,73.0,14.0,1.0,0.0,25.437395,42.91156,469.0543,-56.115
351,10,25.437395,42.91156,469.0543,17.0,82.0,15.0,1.0,1.0,25.715034,41.28748,520.89343,-52.2
352,8,25.715034,41.28748,520.89343,17.0,77.0,16.0,1.0,0.0,26.214373,42.561184,572.8042,-52.2689323425293
353,20,26.214373,42.561184,572.8042,17.0,77.0,17.0,1.0,0.0,26.4547,42.327713,500.73297,-56.42512893676758
354,23,26.4547,42.327713,500.73297,17.0,77.0,18.0,1.0,1.0,26.55808,40.83247,455.5232,-56.582183837890625
355,8,26.55808,40.83247,455.5232,16.0,82.0,19.0,1.0,1.0,26.575682,43.980354,478.03064,-52.697113037109375
356,21,26.575682,43.980354,478.03064,16.0,88.0,20.0,1.0,0.0,26.570284,49.868202,445.07556,-56.60283660888672
357,11,26.570284,49.868202,445.07556,16.0,82.0,21.0,1.0,1.0,26.470356,53.959175,470.03976,-52.53185272216797
358,10,26.470356,53.959175,470.03976,16.0,82.0,22.0,1.0,0.0,25.854483,53.787678,492.618,-52.2
359,11,25.854483,53.787678,492.618,15.0,94.0,23.0,1.0,0.0,25.228453,50.644917,515.2699,-52.2
360,10,25.228453,50.644917,515.2699,14.0,100.0,0.0,1.0,0.0,25.209564,52.176968,538.85846,-52.2
361,23,25.209564,52.176968,538.85846,14.0,100.0,1.0,1.0,0.0,25.348564,50.766193,473.8487,-56.115
362,1,25.348564,50.766193,473.8487,14.0,100.0,2.0,1.0,1.0,22.998524,54.536106,500.01312,-52.2
363,0,22.998524,54.536106,500.01312,14.0,100.0,3.0,1.0,0.0,22.857729,54.679863,524.99835,0.0
364,22,22.857729,54.679863,524.99835,14.0,100.0,4.0,0.0,0.0,24.17911,53.027344,466.624,-56.115
365,15,24.17911,53.027344,466.624,14.0,100.0,5.0,1.0,1.0,23.43059,51.14652,440.16055,-56.115
366,12,23.43059,51.14652,440.16055,14.0,100.0,6.0,1.0,1.0,23.386372,51.15832,430.26752,-3.915
367,16,23.386372,51.15832,430.26752,14.0,100.0,7.0,0.0,1.0,22.813217,49.675465,427.18896,-56.115
368,17,22.813217,49.675465,427.18896,15.0,94.0,8.0,1.0,1.0,23.115784,50.309216,438.88232,-56.115
369,13,23.115784,50.309216,438.88232,15.0,100.0,9.0,1.0,1.0,22.479168,50.598896,442.26395,-56.115
370,19,22.479168,50.598896,442.26395,15.0,100.0,10.0,1.0,1.0,23.943027,50.292633,445.5029,-56.115
371,0,23.943027,50.292633,445.5029,16.0,94.0,11.0,1.0,1.0,23.913029,50.904644,501.97528,0.0
372,21,23.913029,50.904644,501.97528,16.0,94.0,12.0,0.0,0.0,24.504557,48.80321,469.24872,-56.115
373,16,24.504557,48.80321,469.24872,16.0,100.0,13.0,1.0,1.0,24.019594,47.248528,454.48956,-56.115
374,10,24.019594,47.248528,454.48956,17.0,94.0,14.0,1.0,1.0,24.495687,48.273003,506.62326,-52.2
375,2,24.495687,48.273003,506.62326,17.0,94.0,15.0,1.0,0.0,23.324368,47.307007,558.534,-52.2
376,23,23.324368,47.307007,558.534,17.0,94.0,16.0,1.0,0.0,24.340366,45.908768,493.24854,-56.115
377,12,24.340366,45.908768,493.24854,17.0,94.0,17.0,1.0,1.0,24.329548,47.69431,465.3217,-3.915
378,9,24.329548,47.69431,465.3217,17.0,100.0,18.0,0.0,1.0,24.682392,48.92394,487.94336,-52.2
379,20,24.682392,48.92394,487.94336,17.0,100.0,19.0,1.0,0.0,24.912136,48.96199,449.76788,-56.115
380,16,24.912136,48.96199,449.76788,17.0,100.0,20.0,1.0,1.0,24.36365,49.713345,433.5072,-56.115
381,23,24.36365,49.713345,433.5072,17.0,100.0,21.0,1.0,1.0,24.434921,47.53236,425.76172,-56.115
382,17,24.434921,47.53236,425.76172,17.0,100.0,22.0,1.0,1.0,24.377523,49.97308,423.44247,-56.115
383,13,24.377523,49.97308,423.44247,17.0,100.0,23.0,1.0,1.0,22.892082,51.979485,423.97385,-56.115
384,19,22.892082,51.979485,423.97385,17.0,100.0,0.0,1.0,1.0,23.838749,53.51997,423.27335,-56.115
385,10,23.838749,53.51997,423.27335,17.0,100.0,1.0,1.0,1.0,24.461418,52.004066,451.01807,-52.2
386,14,24.461418,52.004066,451.01807,17.0,100.0,2.0,1.0,0.0,23.448486,52.664238,433.8339,-56.115
387,15,23.448486,52.664238,433.8339,17.0,100.0,3.0,1.0,1.0,23.051802,52.280693,427.92694,-56.115
388,10,23.051802,52.280693,427.92694,17.0,100.0,4.0,1.0,1.0,24.008682,52.665596,453.7957,-52.2
389,13,24.008682,52.665596,453.7957,17.0,100.0,5.0,1.0,0.0,23.252865,52.8611,434.58408,-56.115
390,5,23.252865,52.8611,434.58408,17.0,100.0,6.0,1.0,1.0,23.291285,53.678493,459.3724,-52.2
391,4,23.291285,53.678493,459.3724,17.0,100.0,7.0,1.0,0.0,23.109154,54.60439,485.6499,-52.2
392,14,23.109154,54.60439,485.6499,18.0,94.0,8.0,1.0,0.0,23.116796,55.701893,463.80078,-56.115
393,22,23.116796,55.701893,463.80078,19.0,88.0,9.0,1.0,1.0,24.387926,55.15037,452.0575,-56.115
394,23,24.387926,55.15037,452.0575,21.0,78.0,10.0,1.0,1.0,25.035576,50.68614,447.54852,-56.115
395,10,25.035576,50.68614,447.54852,21.0,73.0,11.0,1.0,1.0,25.372217,49.689167,501.50763,-52.2
396,8,25.372217,49.689167,501.50763,22.0,69.0,12.0,1.0,0.0,25.83686,49.920868,553.4184,-52.2
397,1,25.83686,49.920868,553.4184,23.0,65.0,13.0,1.0,0.0,23.139465,49.36956,606.32227,-52.2
398,2,23.139465,49.36956,606.32227,23.0,65.0,14.0,1.0,0.0,22.952173,48.925545,664.29987,-52.2
399,23,22.952173,48.925545,664.29987,23.0,65.0,15.0,1.0,0.0,24.594255,47.044586,540.6493,-56.115
400,19,24.594255,47.044586,540.6493,23.0,65.0,16.0,1.0,1.0,25.32126,46.48968,487.6397,-56.115
401,1,25.32126,46.48968,487.6397,22.0,69.0,17.0,1.0,1.0,23.073631,47.6039,543.69354,-52.2
402,9,23.073631,47.6039,543.69354,21.0,73.0,18.0,1.0,0.0,24.39281,50.694218,568.9433,-52.2
403,2,24.39281,50.694218,568.9433,20.0,78.0,19.0,1.0,0.0,23.703592,52.03009,588.77246,-52.2
404,17,23.703592,52.03009,588.77246,20.0,73.0,20.0,1.0,0.0,23.63479,52.80137,495.0443,-56.115
405,4,23.63479,52.80137,495.0443,19.0,78.0,21.0,1.0,1.0,23.725206,56.077156,517.6962,-52.2
406,5,23.725206,56.077156,517.6962,19.0,73.0,22.0,1.0,0.0,24.039444,52.8807,540.8131,-52.2
407,23,24.039444,52.8807,540.8131,18.0,77.0,23.0,1.0,0.0,24.176882,51.234516,474.72827,-56.115
408,5,24.176882,51.234516,474.72827,17.0,82.0,0.0,1.0,1.0,24.135515,52.538918,497.3331,-52.2
409,12,24.135515,52.538918,497.3331,17.0,77.0,1.0,1.0,0.0,24.09504,52.91822,453.99323,-3.915
410,18,24.09504,52.91822,453.99323,17.0,77.0,2.0,0.0,1.0,24.13082,54.05236,434.67297,-56.115
411,8,24.13082,54.05236,434.67297,17.0,68.0,3.0,1.0,1.0,24.345785,52.49513,459.4613,-52.2
412,1,24.345785,52.49513,459.4613,16.0,72.0,4.0,1.0,0.0,22.680252,53.16489,483.2684,-52.2
413,23,22.680252,53.16489,483.2684,16.0,72.0,5.0,1.0,0.0,24.051592,49.739967,447.66415,-56.115
414,18,24.051592,49.739967,447.66415,16.0,72.0,6.0,1.0,1.0,24.04763,49.925602,432.53366,-56.115
415,19,24.04763,49.925602,432.53366,15.0,77.0,7.0,1.0,1.0,24.684204,47.245003,425.75647,-56.115
416,23,24.684204,47.245003,425.75647,16.0,72.0,8.0,1.0,1.0,25.593388,42.360886,436.63693,-56.115
417,7,25.593388,42.360886,436.63693,17.0,63.0,9.0,1.0,1.0,26.176144,41.00207,491.3706,-52.24654006958008
418,15,26.176144,41.00207,491.3706,18.0,59.0,10.0,1.0,0.0,25.222982,38.322098,462.74228,-56.255767822265625
419,0,25.222982,38.322098,462.74228,19.0,60.0,11.0,1.0,1.0,25.724102,38.357918,510.655,-0.13482169806957245
420,11,25.724102,38.357918,510.655,20.0,56.0,12.0,0.0,0.0,26.551348,39.863743,562.56573,-52.65690612792969
421,8,26.551348,39.863743,562.56573,20.0,56.0,13.0,1.0,0.0,26.566141,40.087063,611.2507,-52.6807746887207
422,13,26.566141,40.087063,611.2507,20.0,56.0,14.0,1.0,0.0,23.459023,41.7583,519.5672,-56.115
423,14,23.459023,41.7583,519.5672,20.0,56.0,15.0,1.0,1.0,23.434729,40.777554,477.1651,-56.115
424,15,23.434729,40.777554,477.1651,20.0,60.0,16.0,1.0,1.0,23.412157,40.71047,458.30038,-56.115
425,2,23.412157,40.71047,458.30038,20.0,60.0,17.0,1.0,1.0,23.233202,42.681587,509.9036,-52.2
426,2,23.233202,42.681587,509.9036,19.0,73.0,18.0,1.0,0.0,23.20528,44.264755,533.4922,-52.2
427,10,23.20528,44.264755,533.4922,19.0,73.0,19.0,1.0,0.0,24.474566,48.194134,558.74194,-52.2
428,19,24.474566,48.194134,558.74194,19.0,73.0,20.0,1.0,0.0,25.22137,49.776855,480.357,-56.115
429,10,25.22137,49.776855,480.357,19.0,78.0,21.0,1.0,1.0,25.168093,50.792343,502.7218,-52.2
430,22,25.168093,50.792343,502.7218,18.0,83.0,22.0,1.0,0.0,24.990952,50.92466,456.41818,-56.115
431,6,24.990952,50.92466,456.41818,18.0,73.0,23.0,1.0,1.0,25.173132,52.056316,478.37125,-52.2
432,7,25.173132,52.056316,478.37125,18.0,73.0,0.0,1.0,0.0,25.377916,52.123867,500.50854,-52.2
433,16,25.377916,52.123867,500.50854,17.0,77.0,1.0,1.0,0.0,24.89377,51.477005,455.4222,-56.115
434,18,24.89377,51.477005,455.4222,17.0,82.0,2.0,1.0,1.0,24.941381,52.12981,435.104,-56.115
435,14,24.941381,52.12981,435.104,17.0,82.0,3.0,1.0,1.0,23.61413,52.660763,426.95154,-56.115
436,22,23.61413,52.660763,426.95154,17.0,82.0,4.0,1.0,1.0,23.895699,52.5058,423.8673,-56.115
437,10,23.895699,52.5058,423.8673,17.0,88.0,5.0,1.0,1.0,24.288506,52.36317,451.61203,-52.2
438,5,24.288506,52.36317,451.61203,17.0,82.0,6.0,1.0,0.0,24.258963,53.18555,477.27203,-52.2
439,2,24.258963,53.18555,477.27203,17.0,88.0,7.0,1.0,0.0,23.286737,53.29817,499.40933,-52.2
440,7,23.286737,53.29817,499.40933,16.0,88.0,8.0,1.0,0.0,24.606731,50.700455,551.32007,-52.2
441,4,24.606731,50.700455,551.32007,17.0,82.0,9.0,1.0,0.0,24.133804,49.93915,600.005,-52.2
442,18,24.133804,49.93915,600.005,17.0,82.0,10.0,1.0,0.0,24.304829,49.47304,513.0841,-56.115
443,0,24.304829,49.47304,513.0841,17.0,77.0,11.0,1.0,1.0,24.313694,50.356148,564.9949,0.0
444,1,24.313694,50.356148,564.9949,17.0,65.0,12.0,0.0,0.0,22.023338,49.582603,611.16095,-52.2
445,22,22.023338,49.582603,611.16095,17.0,82.0,13.0,1.0,0.0,23.49723,49.796238,519.52686,-56.115
446,2,23.49723,49.796238,519.52686,18.0,77.0,14.0,1.0,1.0,23.140305,49.800884,575.6565,-52.2
447,6,23.140305,49.800884,575.6565,17.0,77.0,15.0,1.0,0.0,24.024849,50.539635,626.70337,-52.2
448,4,24.024849,50.539635,626.70337,17.0,82.0,16.0,1.0,0.0,23.82896,50.640686,680.41693,-52.2
449,8,23.82896,50.640686,680.41693,17.0,77.0,17.0,1.0,0.0,24.606188,51.552937,728.536,-52.2
450,18,24.606188,51.552937,728.536,17.0,77.0,18.0,1.0,0.0,24.971188,52.34006,553.7926,-56.115
451,8,24.971188,52.34006,553.7926,17.0,77.0,19.0,1.0,1.0,25.389648,52.741795,573.62177,-52.2
452,16,25.389648,52.741795,573.62177,17.0,82.0,20.0,1.0,0.0,24.816996,51.478546,488.11575,-56.115
453,9,24.816996,51.478546,488.11575,17.0,82.0,21.0,1.0,1.0,24.761215,51.571735,510.76767,-52.2
454,18,24.761215,51.571735,510.76767,17.0,82.0,22.0,1.0,0.0,25.245998,52.4568,460.46033,-56.115
455,13,25.245998,52.4568,460.46033,17.0,82.0,23.0,1.0,1.0,23.216202,51.86455,437.09024,-56.115
456,20,23.216202,51.86455,437.09024,17.0,82.0,0.0,1.0,1.0,24.055687,52.94384,428.6371,-56.115
457,2,24.055687,52.94384,428.6371,17.0,82.0,1.0,1.0,1.0,23.245342,53.07261,454.50583,-52.2
458,1,23.245342,53.07261,454.50583,17.0,82.0,2.0,1.0,0.0,22.644548,54.70663,479.7251,-52.2
459,11,22.644548,54.70663,479.7251,16.0,88.0,3.0,1.0,0.0,23.861898,53.185818,502.0899,-52.2
460,18,23.861898,53.185818,502.0899,17.0,82.0,4.0,1.0,0.0,24.010477,52.660404,456.13382,-56.115
461,15,24.010477,52.660404,456.13382,17.0,82.0,5.0,1.0,1.0,23.685812,51.41707,435.36328,-56.115
462,4,23.685812,51.41707,435.36328,17.0,82.0,6.0,1.0,1.0,23.560083,52.331,460.36536,-52.2
463,10,23.560083,52.331,460.36536,17.0,82.0,7.0,1.0,0.0,24.326862,50.661716,482.3278,-52.2
